employee_id,employee_name,role,hiredate,salary,dept_no,email
342,Lindsay Mcdowell,Designer,2021-09-09,33507.04,2,lindsay.mcdowell@uh.com
343,David Pierce,Manager,2021-12-10,80524.7,2,david.pierce@uh.com
344,Donald Harrison,HR,2022-05-11,87928.77,3,donald.harrison@uh.com
345,Susan Winters,HR,2021-03-04,98827.96,3,susan.winters@uh.com
346,Megan Salas,Designer,2023-04-30,76305.57,3,megan.salas@uh.com
347,William David,Manager,2021-02-25,68770.73,1,william.david@uh.com
348,Lisa Todd,Analyst,2023-05-05,54733.02,2,lisa.todd@uh.com
349,Dr. Monica Henry,Designer,2021-05-11,35647.49,3,dr..monica.henry@uh.com
350,Teresa Cruz,Manager,2021-07-24,36656.62,2,teresa.cruz@uh.com
351,Michael Obrien,Developer,2020-07-27,34403.48,2,michael.obrien@uh.com
352,Daryl Austin,Designer,2022-09-30,36716.42,3,daryl.austin@uh.com
353,Marcus Duarte,Designer,2022-03-30,95579.07,3,marcus.duarte@uh.com
354,Katie Caldwell,Designer,2023-01-21,97484.15,3,katie.caldwell@uh.com
355,Michael Bennett,Developer,2020-08-09,58195.6,2,michael.bennett@uh.com
356,Michelle Cooper,Developer,2023-04-30,96651.43,3,michelle.cooper@uh.com
357,Michael Barton,Designer,2021-05-14,71859.29,1,michael.barton@uh.com
358,Sandra Serrano,Designer,2022-05-25,99901.16,2,sandra.serrano@uh.com
359,Caleb Sullivan,Developer,2020-12-12,55732.6,3,caleb.sullivan@uh.com
360,Louis Stanley,Manager,2020-08-06,73947.29,2,louis.stanley@uh.com
361,Emily Jones,Manager,2022-05-16,56875.06,1,emily.jones@uh.com
362,George Shaw,Manager,2022-04-04,86399.26,3,george.shaw@uh.com
363,Kristin Williams,HR,2020-04-22,64206.88,1,kristin.williams@uh.com
364,Sandra Kent,Analyst,2022-10-09,88721.99,1,sandra.kent@uh.com
365,Sara Ruiz,Manager,2021-06-18,69812.62,2,sara.ruiz@uh.com
366,Frank Zamora,HR,2021-03-21,78553.88,3,frank.zamora@uh.com
367,Raymond Pierce,Developer,2022-05-28,78881.62,2,raymond.pierce@uh.com
368,Daniel Hamilton,Manager,2023-05-25,62733.1,2,daniel.hamilton@uh.com
369,Julia Walker,Designer,2021-08-02,51238.51,2,julia.walker@uh.com
370,Angelica Jones,Manager,2022-10-26,68537.68,1,angelica.jones@uh.com
371,Andrew Carlson,Developer,2022-06-15,60824.52,2,andrew.carlson@uh.com
372,Arthur Cervantes,Developer,2020-10-28,70803.03,1,arthur.cervantes@uh.com
373,Matthew Hicks,HR,2020-08-18,40330.27,1,matthew.hicks@uh.com
374,Frank Norton,Analyst,2021-10-11,67435.78,3,frank.norton@uh.com
375,Caroline Russell,Manager,2022-04-25,90121.75,2,caroline.russell@uh.com
376,Timothy Watson,Developer,2022-11-19,74275.34,1,timothy.watson@uh.com
377,Roberto Smith,HR,2020-10-06,86071.18,1,roberto.smith@uh.com
378,Gary Wilcox,Manager,2020-06-11,36362.78,3,gary.wilcox@uh.com
379,Susan Ingram,Manager,2021-09-24,37721.42,3,susan.ingram@uh.com
380,Lauren Thomas,Developer,2022-09-04,76259.39,2,lauren.thomas@uh.com
381,Linda Hansen,Analyst,2021-03-15,53163.95,2,linda.hansen@uh.com
382,Charles Contreras,Designer,2022-01-28,49322.04,2,charles.contreras@uh.com
383,Carla Nelson,Manager,2023-11-06,94428.66,1,carla.nelson@uh.com
384,Emily Evans,Developer,2022-05-05,63943.18,3,emily.evans@uh.com
385,Timothy Knox MD,Designer,2021-08-02,56804.59,2,timothy.knox.md@uh.com
386,Leslie Lee,HR,2022-12-17,31766.25,1,leslie.lee@uh.com
387,Wendy White,Developer,2023-04-13,80798.79,1,wendy.white@uh.com
388,William Dudley,HR,2023-07-27,94700.83,1,william.dudley@uh.com
389,Jackie Morris,Designer,2021-03-27,33046.26,1,jackie.morris@uh.com
390,Larry Avila,Analyst,2022-09-29,55699.48,1,larry.avila@uh.com
391,Tara Miller,Analyst,2022-02-09,70816.59,2,tara.miller@uh.com
392,Rhonda Ryan,Developer,2021-07-28,56969.07,2,rhonda.ryan@uh.com
393,William Chang,Designer,2023-04-05,57912.25,1,william.chang@uh.com
394,Angela Edwards,Developer,2021-09-21,97951.37,1,angela.edwards@uh.com
395,Dawn Coleman,HR,2022-03-12,40254.71,3,dawn.coleman@uh.com
396,Jacqueline Gardner,Manager,2020-08-23,71580.51,2,jacqueline.gardner@uh.com
397,Sean Griffin,Designer,2022-06-20,95169.5,3,sean.griffin@uh.com
398,Anita Smith,Designer,2020-08-19,32793.51,2,anita.smith@uh.com
399,Audrey Brown,HR,2022-01-23,95208.19,2,audrey.brown@uh.com
400,Richard Johnson,Designer,2022-05-19,51195.43,1,richard.johnson@uh.com
401,Jasmine Patterson,Developer,2020-12-07,32815.97,1,jasmine.patterson@uh.com
402,Natasha Figueroa,Analyst,2021-08-13,50573.25,3,natasha.figueroa@uh.com
403,Matthew Austin,HR,2020-03-05,64471.48,1,matthew.austin@uh.com
404,Crystal Drake,Designer,2022-12-28,54963.67,1,crystal.drake@uh.com
405,Kelly Hobbs,HR,2022-01-05,56313.69,1,kelly.hobbs@uh.com
406,Eric Livingston,Developer,2023-03-13,58935.06,2,eric.livingston@uh.com
407,Scott Pham,Manager,2020-01-16,54018.12,3,scott.pham@uh.com
408,Kevin Patterson,Manager,2021-01-17,54472.51,3,kevin.patterson@uh.com
409,Kelly Foster,Manager,2020-01-04,51526.01,3,kelly.foster@uh.com
410,Gina Page,HR,2023-05-11,90324.48,3,gina.page@uh.com
411,Elizabeth Curtis,Developer,2021-12-30,77165.25,2,elizabeth.curtis@uh.com
412,Patricia White,Manager,2022-10-09,95843.96,2,patricia.white@uh.com
413,Stacey Winters,Designer,2021-03-05,45079.5,3,stacey.winters@uh.com
414,Vanessa Collier,Manager,2023-09-19,45598.1,3,vanessa.collier@uh.com
415,Brian Ramirez Jr.,Manager,2022-04-10,55372.89,1,brian.ramirez.jr.@uh.com
416,Dawn Smith,Designer,2022-12-14,86975.84,1,dawn.smith@uh.com
417,Kelly Lewis,Analyst,2021-03-10,54277.52,3,kelly.lewis@uh.com
418,Gary Spencer,Developer,2023-08-13,87141.62,2,gary.spencer@uh.com
419,Steven Stewart,Designer,2020-11-18,68164.62,1,steven.stewart@uh.com
420,Kevin Dunn,Designer,2022-05-15,50148.12,2,kevin.dunn@uh.com
421,Marcus Kemp,Developer,2020-01-21,34601.39,3,marcus.kemp@uh.com
422,Stacey Price,Manager,2020-10-21,76180.28,2,stacey.price@uh.com
423,Kristin Mckinney,Developer,2023-08-31,72826.65,1,kristin.mckinney@uh.com
424,Sarah Garcia,Developer,2022-04-18,38498.84,3,sarah.garcia@uh.com
425,Kerry Wright,Analyst,2022-10-29,64894.26,1,kerry.wright@uh.com
426,Curtis Young,Designer,2021-02-16,36586.97,2,curtis.young@uh.com
427,Christopher Mcguire,Developer,2022-02-06,54988.84,2,christopher.mcguire@uh.com
428,Lisa Duke,Analyst,2022-01-14,73026.88,1,lisa.duke@uh.com
429,Daniel Leonard,Analyst,2021-02-11,51417.51,3,daniel.leonard@uh.com
430,Robert Aguirre,Manager,2021-08-19,79459.71,2,robert.aguirre@uh.com
431,Rebecca Ruiz,Designer,2023-02-22,78608.12,1,rebecca.ruiz@uh.com
432,Jason Nelson,Analyst,2023-07-08,94186.98,2,jason.nelson@uh.com
433,Karen Lopez,Manager,2021-10-06,70948.85,3,karen.lopez@uh.com
434,Brian Wallace,Developer,2023-06-22,63201.02,3,brian.wallace@uh.com
435,Stephanie Collins,Analyst,2020-02-02,93297.72,2,stephanie.collins@uh.com
436,Cathy Jacobson,Manager,2023-02-08,43360.47,3,cathy.jacobson@uh.com
437,Ashley Walker,Designer,2023-02-10,81059.59,1,ashley.walker@uh.com
438,Herbert Bowman,Developer,2022-01-15,88355.54,2,herbert.bowman@uh.com
439,David Wilkinson,HR,2022-03-16,53872.84,2,david.wilkinson@uh.com
440,Kaitlyn Daniels,Designer,2021-10-03,64715.1,3,kaitlyn.daniels@uh.com
441,Johnathan Solomon,HR,2020-10-02,92566.98,3,johnathan.solomon@uh.com
442,Mr. Matthew Mccarthy DVM,Developer,2022-07-18,76579.34,3,mr..matthew.mccarthy.dvm@uh.com
443,Dennis Little,Developer,2023-03-19,45295.45,1,dennis.little@uh.com
444,Maria Crawford,HR,2020-07-11,68029.73,2,maria.crawford@uh.com
445,Ann Jacobs,Developer,2022-07-24,53982.07,1,ann.jacobs@uh.com
446,Jessica Moore,Developer,2022-04-21,60213.83,2,jessica.moore@uh.com
447,Robert Martinez,Analyst,2021-08-02,82538.24,3,robert.martinez@uh.com
448,Amy Walton,Designer,2020-08-25,41692.64,3,amy.walton@uh.com
449,Michael Thompson DVM,Developer,2023-07-11,83750.14,1,michael.thompson.dvm@uh.com
450,Keith Berry,Designer,2023-06-21,79630.15,2,keith.berry@uh.com
451,Kendra Harris,Developer,2023-05-18,30836.14,2,kendra.harris@uh.com
452,Donna Norris,Designer,2020-06-18,92304.25,3,donna.norris@uh.com
453,Gregory Jones,Developer,2023-06-02,65098.73,2,gregory.jones@uh.com
454,Stephen Underwood DDS,Developer,2023-01-01,75835.94,1,stephen.underwood.dds@uh.com
455,Melissa Yates,Developer,2022-11-06,87750.25,2,melissa.yates@uh.com
456,Rachel Patterson,HR,2020-03-31,74382.43,1,rachel.patterson@uh.com
457,Peter Carson,Developer,2021-03-27,54099.8,2,peter.carson@uh.com
458,Jodi Adams,Developer,2021-05-30,44903.67,1,jodi.adams@uh.com
459,Patrick Dougherty,Designer,2020-08-02,89174.94,3,patrick.dougherty@uh.com
460,Colleen Sanders,Designer,2021-11-11,86690.9,1,colleen.sanders@uh.com
461,Terry White,HR,2020-06-16,75255.93,1,terry.white@uh.com
462,Susan Price,Developer,2022-07-17,65938.69,3,susan.price@uh.com
463,Crystal Macias,Analyst,2023-10-07,44896.34,3,crystal.macias@uh.com
464,Kristen Jennings,HR,2020-11-05,32238.94,3,kristen.jennings@uh.com
465,Cameron Lee,Developer,2021-08-24,81446.8,3,cameron.lee@uh.com
466,Thomas Blair,Manager,2021-01-08,35951.61,2,thomas.blair@uh.com
467,Aaron Rice,Developer,2020-08-26,74531.35,2,aaron.rice@uh.com
468,Brandon Jones,Manager,2021-08-21,31131.02,1,brandon.jones@uh.com
469,Jill Mann,HR,2020-12-14,71512.34,2,jill.mann@uh.com
470,Jeffrey Miller,Manager,2020-11-15,79137.08,1,jeffrey.miller@uh.com
471,Paul Berger,Developer,2020-07-13,39204.4,3,paul.berger@uh.com
472,Caleb Huang,Manager,2022-03-25,40490.88,2,caleb.huang@uh.com
473,Amber Stanley MD,Analyst,2023-02-09,35569.26,2,amber.stanley.md@uh.com
474,Dale Salazar,HR,2020-10-02,56234.05,1,dale.salazar@uh.com
475,James Meyer,Manager,2020-08-06,45339.61,1,james.meyer@uh.com
476,Thomas Kane,Manager,2020-01-05,66752.69,1,thomas.kane@uh.com
477,Megan Carter,HR,2021-08-17,39963.94,3,megan.carter@uh.com
478,Crystal Parker,Developer,2023-06-24,46765.82,1,crystal.parker@uh.com
479,Courtney Holloway,Developer,2023-08-14,92794.03,2,courtney.holloway@uh.com
480,Vanessa Elliott,Developer,2020-09-17,52334.65,3,vanessa.elliott@uh.com
481,Alexandra Green,Designer,2022-02-05,41329.78,1,alexandra.green@uh.com
482,Erin Glass,Analyst,2023-04-11,83356.14,2,erin.glass@uh.com
483,Anne Hamilton,Developer,2020-12-11,96504.2,1,anne.hamilton@uh.com
484,John Smith,Designer,2022-10-07,89816.48,1,john.smith@uh.com
485,Latasha Davis,Developer,2022-04-06,97960.61,3,latasha.davis@uh.com
486,Michael Smith,Developer,2020-05-27,56854.55,3,michael.smith@uh.com
487,Alicia Watson,Designer,2022-02-24,88279.79,1,alicia.watson@uh.com
488,Kenneth Christensen,Developer,2020-04-28,43062.52,1,kenneth.christensen@uh.com
489,Leslie Mitchell,Developer,2022-08-20,82625.22,2,leslie.mitchell@uh.com
490,Sonya Smith,HR,2022-09-11,73004.29,1,sonya.smith@uh.com
491,Diana Wilson,HR,2021-07-14,87114.75,2,diana.wilson@uh.com
492,Melissa Avery,Analyst,2021-03-24,43228.85,2,melissa.avery@uh.com
493,Lindsey Robinson,Designer,2022-04-17,53549.7,2,lindsey.robinson@uh.com
494,Ashley Pennington,Developer,2022-08-26,53428.68,2,ashley.pennington@uh.com
495,Michael Lopez,Developer,2021-01-18,71995.67,3,michael.lopez@uh.com
496,Eric Austin,Designer,2022-06-18,45787.98,2,eric.austin@uh.com
497,Bryan Simmons,HR,2021-08-01,79342.46,3,bryan.simmons@uh.com
498,Douglas Camacho,Developer,2020-12-23,75474.55,3,douglas.camacho@uh.com
499,Sandra Edwards,Analyst,2021-12-20,93330.82,2,sandra.edwards@uh.com
500,Erin Wagner,Designer,2023-06-16,37708.65,1,erin.wagner@uh.com
501,Riley Rodriguez,Developer,2021-04-01,75485.37,1,riley.rodriguez@uh.com
502,Paul Leblanc,Developer,2021-02-12,69208.95,2,paul.leblanc@uh.com
503,Billy Drake,Manager,2020-03-22,65355.49,3,billy.drake@uh.com
504,Stephanie Bird,Manager,2022-07-24,52241.39,1,stephanie.bird@uh.com
505,Elizabeth Munoz,HR,2022-09-22,84236.81,1,elizabeth.munoz@uh.com
506,Todd Dawson,HR,2023-10-15,82656.3,2,todd.dawson@uh.com
507,Destiny Fowler,Designer,2023-05-13,48119.62,1,destiny.fowler@uh.com
508,Patricia Chandler,Analyst,2023-05-07,43359.45,2,patricia.chandler@uh.com
509,Kayla Ross,Analyst,2020-06-28,77682.49,1,kayla.ross@uh.com
510,Mackenzie Lindsey,Analyst,2020-06-06,65081.3,1,mackenzie.lindsey@uh.com
511,Ashley Sandoval,Analyst,2020-03-26,77829.67,2,ashley.sandoval@uh.com
512,Barbara Smith,HR,2020-06-25,91340.21,1,barbara.smith@uh.com
513,Monica Rojas,Developer,2022-05-12,44493.89,2,monica.rojas@uh.com
514,Margaret Crosby,HR,2023-05-04,47849.61,1,margaret.crosby@uh.com
515,Mary Miller,Manager,2022-01-15,34679.13,2,mary.miller@uh.com
516,Erika West,HR,2021-03-27,35153.58,3,erika.west@uh.com
517,Michelle Barker,Developer,2020-01-24,93084.15,2,michelle.barker@uh.com
518,Brittney Love,Developer,2020-05-27,92435.63,3,brittney.love@uh.com
519,Jill Taylor MD,Developer,2022-04-26,70871.46,3,jill.taylor.md@uh.com
520,Michele Allen,Designer,2020-08-08,40418.9,3,michele.allen@uh.com
521,Bryan Taylor,Analyst,2023-08-07,55611.05,2,bryan.taylor@uh.com
522,Derek Chambers,HR,2020-10-26,54126.55,3,derek.chambers@uh.com
523,Jennifer Hernandez,Manager,2020-12-09,52182.18,3,jennifer.hernandez@uh.com
524,Calvin Long,Developer,2023-06-14,51043.0,2,calvin.long@uh.com
525,Heather Montgomery,Developer,2021-06-12,33831.37,1,heather.montgomery@uh.com
526,Adam Perry,Developer,2023-01-19,41695.17,3,adam.perry@uh.com
527,Joseph Barton,Analyst,2021-11-30,57185.8,1,joseph.barton@uh.com
528,Jeanne Burch,Manager,2022-01-21,47600.25,2,jeanne.burch@uh.com
529,Caleb Taylor,Analyst,2023-06-20,59342.89,2,caleb.taylor@uh.com
530,Cheryl Coleman,Manager,2021-09-26,37251.39,3,cheryl.coleman@uh.com
531,Barbara Herman,HR,2020-02-18,65635.97,2,barbara.herman@uh.com
532,Stephanie Elliott,HR,2023-04-26,48697.11,2,stephanie.elliott@uh.com
533,Todd Daniels,Developer,2021-01-03,99780.38,2,todd.daniels@uh.com
534,Edward Logan,Analyst,2023-09-19,67608.39,2,edward.logan@uh.com
535,Cheryl Smith,Developer,2022-08-20,32972.15,1,cheryl.smith@uh.com
536,Diana Alvarado,Analyst,2023-01-13,52276.58,3,diana.alvarado@uh.com
537,Connie Wolfe,Designer,2023-07-17,61726.44,3,connie.wolfe@uh.com
538,Juan Meyer,HR,2020-05-31,56648.64,3,juan.meyer@uh.com
539,Julie Martinez,Manager,2020-03-04,99706.26,3,julie.martinez@uh.com
540,William Reyes,Designer,2023-11-08,74149.37,2,william.reyes@uh.com
541,Michael Nguyen,Developer,2022-12-10,64566.16,2,michael.nguyen@uh.com
542,Jeffrey Brown,HR,2022-07-06,93516.08,2,jeffrey.brown@uh.com
543,Theodore Mcmillan,Designer,2022-08-18,46329.83,2,theodore.mcmillan@uh.com
544,Robin Mclaughlin,Designer,2021-11-02,76175.77,1,robin.mclaughlin@uh.com
545,Virginia Roberts,Analyst,2022-01-20,63882.38,1,virginia.roberts@uh.com
546,Chloe Mcdaniel,Analyst,2020-07-08,59822.3,2,chloe.mcdaniel@uh.com
547,Jennifer Davis,Analyst,2021-03-04,38677.35,1,jennifer.davis@uh.com
548,Michele Kennedy,Manager,2023-07-21,55140.56,2,michele.kennedy@uh.com
549,Kimberly Dixon,Designer,2021-04-04,84223.43,3,kimberly.dixon@uh.com
550,Gregory Leach,Manager,2023-09-19,76888.12,1,gregory.leach@uh.com
551,Jenna Hernandez,Designer,2023-04-01,78128.15,3,jenna.hernandez@uh.com
552,Kathleen Sweeney,HR,2023-03-20,99712.68,1,kathleen.sweeney@uh.com
553,Olivia Thomas,Manager,2023-05-26,42355.3,1,olivia.thomas@uh.com
554,William Lucas,Designer,2023-07-29,44253.48,3,william.lucas@uh.com
555,David Lopez,Developer,2023-11-04,97943.57,1,david.lopez@uh.com
556,Kevin Edwards,Designer,2023-01-12,87035.14,2,kevin.edwards@uh.com
557,Jenna Carlson,Analyst,2020-12-19,46712.62,2,jenna.carlson@uh.com
558,Jason Cole,Analyst,2022-02-04,68209.28,1,jason.cole@uh.com
559,David Acosta,Manager,2022-06-26,45813.41,1,david.acosta@uh.com
560,Jessica Chung,HR,2023-09-07,81290.65,3,jessica.chung@uh.com
561,Michael Bautista,Designer,2022-07-04,97288.24,2,michael.bautista@uh.com
562,David Stewart,Analyst,2022-08-05,98376.54,2,david.stewart@uh.com
563,Amanda Perez,Developer,2022-03-20,91353.0,2,amanda.perez@uh.com
564,Brandon Harrison,Developer,2021-03-10,60300.8,3,brandon.harrison@uh.com
565,Edward Myers,Manager,2021-09-16,56688.8,1,edward.myers@uh.com
566,Tiffany Ramirez,Manager,2020-06-13,55509.07,1,tiffany.ramirez@uh.com
567,Kelsey Wilkinson,Designer,2023-07-10,74718.54,1,kelsey.wilkinson@uh.com
568,Michael Wolfe,Developer,2023-02-13,52543.92,3,michael.wolfe@uh.com
569,Sharon Young,Designer,2023-01-08,66575.84,2,sharon.young@uh.com
570,Diane Kennedy MD,Designer,2020-09-08,37449.6,2,diane.kennedy.md@uh.com
571,Ronald Alexander,Developer,2023-01-06,69446.7,2,ronald.alexander@uh.com
572,Amanda Hughes,Analyst,2021-02-05,84766.61,3,amanda.hughes@uh.com
573,Robin Riley,Manager,2021-03-13,95788.83,2,robin.riley@uh.com
574,Katrina Stanley,Developer,2021-08-21,64303.93,1,katrina.stanley@uh.com
575,Lisa Cook,Manager,2020-08-03,96377.49,1,lisa.cook@uh.com
576,Ms. Mary Mccall DVM,Designer,2021-06-12,39309.1,3,ms..mary.mccall.dvm@uh.com
577,David Greene,HR,2020-07-21,75221.74,3,david.greene@uh.com
578,David Martinez,Analyst,2023-11-01,36913.84,3,david.martinez@uh.com
579,Cynthia Hawkins,Designer,2023-03-14,31241.62,2,cynthia.hawkins@uh.com
580,Bruce Moore,Analyst,2023-10-10,53743.23,2,bruce.moore@uh.com
581,Melanie Barton,Developer,2020-07-25,35244.19,3,melanie.barton@uh.com
582,Donald Davis,Analyst,2022-06-20,73625.38,2,donald.davis@uh.com
583,Gary Williams,Developer,2022-11-02,81688.85,3,gary.williams@uh.com
584,Jeffery Hill,Manager,2021-05-10,89077.91,3,jeffery.hill@uh.com
585,Samuel Stewart,Developer,2021-12-27,85569.08,2,samuel.stewart@uh.com
586,Kristen Porter,Developer,2021-02-17,99693.03,2,kristen.porter@uh.com
587,Michael Morales,Designer,2020-07-27,75242.82,2,michael.morales@uh.com
588,Elizabeth Garcia,Manager,2020-09-29,77864.6,1,elizabeth.garcia@uh.com
589,Anthony Turner,Designer,2023-05-20,61537.94,1,anthony.turner@uh.com
590,Melinda Adams,Manager,2021-12-11,65844.58,3,melinda.adams@uh.com
591,Dawn Taylor,HR,2021-09-08,68466.16,2,dawn.taylor@uh.com
592,Roy Johnson,Developer,2020-06-27,67960.15,3,roy.johnson@uh.com
593,Alan Garcia,Manager,2023-05-26,50835.22,1,alan.garcia@uh.com
594,Tom Mccoy,Analyst,2020-08-28,70963.5,3,tom.mccoy@uh.com
595,Jeremy Weeks,HR,2020-02-25,44928.44,2,jeremy.weeks@uh.com
596,Timothy Kelly Jr.,Designer,2020-09-26,60350.98,3,timothy.kelly.jr.@uh.com
597,Allison Bailey,HR,2023-02-13,89093.01,2,allison.bailey@uh.com
598,Brenda Ford,Manager,2021-03-31,81701.44,1,brenda.ford@uh.com
599,Christopher Hamilton,Analyst,2023-03-03,45212.83,1,christopher.hamilton@uh.com
600,Patrick Reed,Designer,2023-01-06,54615.19,3,patrick.reed@uh.com
601,Tonya Williams,Designer,2021-05-27,35054.98,3,tonya.williams@uh.com
602,Joshua Walker,Manager,2021-12-15,77999.98,2,joshua.walker@uh.com
603,Mrs. Jacqueline Jones PhD,Designer,2021-11-06,90321.38,1,mrs..jacqueline.jones.phd@uh.com
604,Timothy Davis,HR,2023-09-15,86331.35,1,timothy.davis@uh.com
605,Dylan Lyons,HR,2020-08-25,79657.59,3,dylan.lyons@uh.com
606,Mrs. Andrea Summers,Designer,2021-10-21,84713.02,2,mrs..andrea.summers@uh.com
607,Karen Collins,HR,2020-08-28,55313.77,1,karen.collins@uh.com
608,Christine Mayo,Manager,2020-06-09,74705.77,1,christine.mayo@uh.com
609,Larry Woods,Developer,2022-01-01,34777.72,1,larry.woods@uh.com
610,Traci Hernandez,HR,2020-08-05,82564.66,1,traci.hernandez@uh.com
611,Carol Richardson,Designer,2023-03-27,45529.88,3,carol.richardson@uh.com
612,Jasmine Montoya,Designer,2022-05-05,56122.73,2,jasmine.montoya@uh.com
613,Deborah Bush,Analyst,2021-07-15,81302.34,1,deborah.bush@uh.com
614,Marcus Robinson,HR,2021-04-22,45327.15,1,marcus.robinson@uh.com
615,Sean Carlson,Analyst,2022-09-12,75199.21,2,sean.carlson@uh.com
616,Jessica Rodriguez,Developer,2023-07-28,52377.17,3,jessica.rodriguez@uh.com
617,Marcus Stone MD,Analyst,2021-04-08,59625.09,2,marcus.stone.md@uh.com
618,Karen Guerra,Developer,2020-12-20,75233.13,2,karen.guerra@uh.com
619,Natalie Johnson,Manager,2023-04-03,31335.02,2,natalie.johnson@uh.com
620,Kelly Thomas,HR,2020-08-26,32759.95,1,kelly.thomas@uh.com
621,Megan Campbell,HR,2020-05-05,80228.29,3,megan.campbell@uh.com
622,Lisa Knight,Developer,2022-03-16,85888.88,2,lisa.knight@uh.com
623,Christina Stevens,Manager,2021-05-01,99667.86,3,christina.stevens@uh.com
624,Gabriel Brady,Manager,2021-04-07,69890.28,2,gabriel.brady@uh.com
625,Denise Anderson,Analyst,2020-04-06,38406.51,1,denise.anderson@uh.com
626,Deborah Hart,Analyst,2023-04-14,82617.74,1,deborah.hart@uh.com
627,Laura Gilbert,Analyst,2021-02-12,38155.91,3,laura.gilbert@uh.com
628,Brooke Johnson,HR,2023-03-18,35640.21,2,brooke.johnson@uh.com
629,Christian Webster,HR,2021-04-15,40029.24,1,christian.webster@uh.com
630,Elizabeth Hensley,Developer,2020-03-25,72503.13,2,elizabeth.hensley@uh.com
631,Michael Harrell,Developer,2022-04-30,48374.52,1,michael.harrell@uh.com
632,Mary Colon,Manager,2021-03-16,53918.53,3,mary.colon@uh.com
633,Robin Thompson,Designer,2022-02-03,69144.0,2,robin.thompson@uh.com
634,Dr. Rebecca Walker,Analyst,2023-04-03,45913.27,1,dr..rebecca.walker@uh.com
635,Barbara Parks MD,Developer,2022-08-13,78359.41,2,barbara.parks.md@uh.com
636,Kristy Johnson,Developer,2022-02-27,67113.86,3,kristy.johnson@uh.com
637,Melissa Bowman,HR,2023-10-04,47319.57,2,melissa.bowman@uh.com
638,Michael Rivera,Developer,2023-10-29,38262.63,1,michael.rivera@uh.com
639,Amy Boyer,Manager,2023-04-23,75675.18,2,amy.boyer@uh.com
640,Joseph Robinson,Designer,2022-02-26,48653.2,1,joseph.robinson@uh.com
641,Paul Watkins,Analyst,2021-06-20,75978.9,2,paul.watkins@uh.com
642,Stephanie Davis,Manager,2021-03-11,97048.65,3,stephanie.davis@uh.com
643,Cory Scott,HR,2022-07-10,92262.45,3,cory.scott@uh.com
644,Wendy Valentine,Designer,2022-01-30,83033.93,2,wendy.valentine@uh.com
645,Craig Ortiz,Developer,2022-02-03,60141.08,2,craig.ortiz@uh.com
646,Darryl Williams,Developer,2023-06-03,49671.9,2,darryl.williams@uh.com
647,Joshua Pham,Developer,2021-01-21,87139.46,2,joshua.pham@uh.com
648,George Gonzalez,HR,2023-01-17,57992.36,3,george.gonzalez@uh.com
649,Claudia Fields,Designer,2021-12-01,94179.15,3,claudia.fields@uh.com
650,Jared Martinez,Developer,2022-12-14,65211.57,1,jared.martinez@uh.com
651,Diana Robertson,Analyst,2023-10-24,39708.78,2,diana.robertson@uh.com
652,Angel Walsh,Analyst,2023-01-25,31571.16,1,angel.walsh@uh.com
653,Melissa Mccarthy,Analyst,2020-10-30,90972.28,3,melissa.mccarthy@uh.com
654,Janet Cortez,Developer,2021-10-04,32741.23,2,janet.cortez@uh.com
655,Christopher Potts,HR,2021-09-18,60026.32,3,christopher.potts@uh.com
656,Rachel Sullivan,Developer,2020-01-17,44415.84,1,rachel.sullivan@uh.com
657,Anne Pratt,Developer,2023-03-04,56736.94,3,anne.pratt@uh.com
658,Michael Maddox,Manager,2020-04-21,76347.27,1,michael.maddox@uh.com
659,Kristen Adams,Analyst,2023-08-09,89805.59,1,kristen.adams@uh.com
660,Daniel Lopez,Developer,2022-06-15,46834.93,3,daniel.lopez@uh.com
661,Richard Ramirez,Analyst,2021-12-11,47123.53,3,richard.ramirez@uh.com
662,Haley Huynh,HR,2020-06-17,40086.72,2,haley.huynh@uh.com
663,Kelli Townsend,Manager,2022-09-29,65336.77,1,kelli.townsend@uh.com
664,Joshua Anderson,Manager,2021-09-15,63577.01,2,joshua.anderson@uh.com
665,Diane Alvarado,Analyst,2021-01-22,82190.55,2,diane.alvarado@uh.com
666,Holly Coffey,HR,2023-05-09,77537.23,3,holly.coffey@uh.com
667,Joseph Kelly,Developer,2022-03-17,58447.24,3,joseph.kelly@uh.com
668,Mrs. Cassandra Bridges,Designer,2023-10-22,72573.89,1,mrs..cassandra.bridges@uh.com
669,Laura Mckenzie,HR,2020-07-20,76544.68,2,laura.mckenzie@uh.com
670,Richard Whitaker,Developer,2020-10-29,99493.78,1,richard.whitaker@uh.com
671,Sydney Mcclure,Developer,2022-08-27,65407.06,1,sydney.mcclure@uh.com
672,Frederick Waters,Manager,2020-01-15,99590.49,1,frederick.waters@uh.com
673,Tiffany Kelly,Designer,2020-07-23,98237.65,1,tiffany.kelly@uh.com
674,Karla Berry,HR,2021-04-09,73271.28,3,karla.berry@uh.com
675,Aaron Fowler,Analyst,2020-11-30,40341.5,2,aaron.fowler@uh.com
676,Amy Townsend,Developer,2022-02-04,46182.15,3,amy.townsend@uh.com
677,Jose Eaton,Analyst,2023-09-25,70117.5,2,jose.eaton@uh.com
678,Daniel Adams,Developer,2021-04-10,79348.26,2,daniel.adams@uh.com
679,Scott Reed,Analyst,2021-12-14,95153.74,3,scott.reed@uh.com
680,Tiffany Ramos,Designer,2022-05-08,48273.52,3,tiffany.ramos@uh.com
